"Title","Handle","Body (HTML)","Variant SKU","Variant Price","Variant Compare At Price","Variant Weight (g)","Collection","Tags","Image Src","Attribute Set Id (product.metafields.custom.attribute_set_id)","Enable Googlecheckout (product.metafields.custom.enable_googlecheckout)","Has Options (product.metafields.custom.has_options)","Image Label (product.metafields.custom.image_label)","Is Recurring (product.metafields.custom.is_recurring)","Manufacturers (product.metafields.custom.manufacturers)","Msrp Display Actual Price Type (product.metafields.custom.msrp_display_actual_price_type)","Msrp Enabled (product.metafields.custom.msrp_enabled)","Required Options (product.metafields.custom.required_options)","Small Image (product.metafields.custom.small_image)","Small Image Label (product.metafields.custom.small_image_label)","Tax Class Id (product.metafields.custom.tax_class_id)","Thumbnail (product.metafields.custom.thumbnail)","Thumbnail Label (product.metafields.custom.thumbnail_label)","Url Key (product.metafields.custom.url_key)","Draw Length (product.metafields.custom.draw_length)","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Msrp (product.metafields.custom.msrp)","Size (product.metafields.custom.size)","Length (product.metafields.custom.length)","Shoe Size (product.metafields.custom.shoe_size)"
"Black Diamond Raven Ice Axe - Silver - 55cm","black-diamond-raven-ice-axe-silver-55cm",,"BDI-0112-55 cm ","79.9500","59.9600","1.3000",,,"https://gearexpress.com/media/catalog/product/b/d/bdi-0112_1_1.jpg","21","1","0",,,"928","4","2","0","https://gearexpress.com/media/catalog/product/b/d/bdi-0112_1_1.jpg",,"2","https://gearexpress.com/media/catalog/product/b/d/bdi-0112_1_1.jpg",,"black-diamond-raven-ice-axe-silver-55cm-3914d6",,,,,,,,,
"Rock Exotica Bolt Rigging Plate","rock-exotica-bolt-rigging-plate",,"REX-0043","132.0000",,"1.3000","Advanced Climbing","Advanced Climbing, Pulleys & Rigging, Rigging, Work & Rescue, Haul And Rigging, Rigging, Rock Exotica","https://gearexpress.com/media/catalog/product/r/e/rex-0043_1.jpg","25","1","0","Rock Exotica Bolt Rigging Plate","0","2246","4","2","0","https://gearexpress.com/media/catalog/product/r/e/rex-0043_1.jpg","Rock Exotica Bolt Rigging Plate","2","https://gearexpress.com/media/catalog/product/r/e/rex-0043_1.jpg","Rock Exotica Bolt Rigging Plate","rock-exotica-bolt-rigging-plate",,,,,,,,,
"Rock Climbing Anchors: A Comprehensive Guide","rock-climbing-anchors:-a-comprehensive-guide",,"FAL-0025","19.9500","14.9600","1.2500","Accessories","Accessories, Advanced Climbing, Falcon Guide ","https://gearexpress.com/media/catalog/product/f/a/fal-0025_1.jpg","28","1","0","Rock Climbing Anchors: A Comprehensive Guide","0","2238","4","2","0","https://gearexpress.com/media/catalog/product/f/a/fal-0025_1.jpg","Rock Climbing Anchors: A Comprehensive Guide","2","https://gearexpress.com/media/catalog/product/f/a/fal-0025_1.jpg","Rock Climbing Anchors: A Comprehensive Guide","rock-climbing-anchors-a-comprehensive-guide",,,,,,,,,
"Knots & Ropes for Climbers (Raleigh)","knots-and-ropes-for-climbers-(raleigh)",,"FAL-0012","9.9500","7.4600","1.2500","Accessories","Accessories, Advanced Climbing","https://gearexpress.com/media/catalog/product/f/a/fal-0012_1.jpg","28","1","0","Knots & Ropes for Climbers (Raleigh)",,"2238","4","2","0","https://gearexpress.com/media/catalog/product/f/a/fal-0012_1.jpg","Knots & Ropes for Climbers (Raleigh)","2","https://gearexpress.com/media/catalog/product/f/a/fal-0012_1.jpg","Knots & Ropes for Climbers (Raleigh)","knots-ropes-for-climbers-raleigh",,,,,,,,,
"Rock Climbing the Wasatch Range","rock-climbing-the-wasatch-range",,"FAL-0048","35.0000","26.2500","1.2500","Accessories","Accessories, Advanced Climbing","https://gearexpress.com/media/catalog/product/f/a/fal-0048_1.jpg","28","1","0","Rock Climbing the Wasatch Range","0","2238","4","2","0","https://gearexpress.com/media/catalog/product/f/a/fal-0048_1.jpg","Rock Climbing the Wasatch Range","2","https://gearexpress.com/media/catalog/product/f/a/fal-0048_1.jpg","Rock Climbing the Wasatch Range","rock-climbing-the-wasatch-range",,,,,,,,,
"On Rope - 2nd Edition","on-rope-2nd-edition",,"FAL-0020","47.5000","35.6300","1.2500","Accessories","Accessories, Advanced Climbing","https://gearexpress.com/media/catalog/product/f/a/fal-0020_1.jpg","28","1","0","On Rope - 2nd Edition","0","2238","4","2","0","https://gearexpress.com/media/catalog/product/f/a/fal-0020_1.jpg","On Rope - 2nd Edition","2","https://gearexpress.com/media/catalog/product/f/a/fal-0020_1.jpg","On Rope - 2nd Edition","on-rope-2nd-edition",,,,,,,,,
"Espresso Lesson's - From The Rock Warrior's Way","espresso-lesson's-from-the-rock-warrior's-way",,"LIB-0117","19.9500","14.9600","1.2500","Advanced Climbing","Advanced Climbing, Falcon Guide ","https://gearexpress.com/media/catalog/product/l/i/lib-0117_1.jpg","28","1","0","Espresso Lesson's - From The Rock Warrior's Way","0","2238","4","2","0","https://gearexpress.com/media/catalog/product/l/i/lib-0117_1.jpg","Espresso Lesson's - From The Rock Warrior's Way","2","https://gearexpress.com/media/catalog/product/l/i/lib-0117_1.jpg","Espresso Lesson's - From The Rock Warrior's Way","espresso-lesson-s-from-the-rock-warrior-s-way",,,,,,,,,
"Rock Climbing Best of Boulder Climbs","rock-climbing-best-of-boulder-climbs",,"FAL-0027","20.0000","15.0000","1.2500","Accessories","Accessories, Advanced Climbing","https://gearexpress.com/media/catalog/product/f/a/fal-0027_1.jpg","28","1","0","Rock Climbing Best of Boulder Climbs","0","2238","4","2","0","https://gearexpress.com/media/catalog/product/f/a/fal-0027_1.jpg","Rock Climbing Best of Boulder Climbs","2","https://gearexpress.com/media/catalog/product/f/a/fal-0027_1.jpg","Rock Climbing Best of Boulder Climbs","rock-climbing-best-of-boulder-climbs",,,,,,,,,
"Mixed Climbing by Sean Isaac","mixed-climbing-by-sean-isaac",,"FAL-0015","15.9500","11.9600","1.2500","Accessories","Accessories, Advanced Climbing","https://gearexpress.com/media/catalog/product/f/a/fal-0015_1.jpg","28","1","0","Mixed Climbing by Sean Isaac","0","2238","4","2","0","https://gearexpress.com/media/catalog/product/f/a/fal-0015_1.jpg","Mixed Climbing by Sean Isaac","2","https://gearexpress.com/media/catalog/product/f/a/fal-0015_1.jpg","Mixed Climbing by Sean Isaac","mixed-climbing-by-sean-isaac",,,,,,,,,
"Rock Climbing Eldorado Canyon","rock-climbing-eldorado-canyon",,"FAL-0031","34.9500","26.2100","1.2500","Accessories","Accessories, Advanced Climbing","https://gearexpress.com/media/catalog/product/f/a/fal-0031_1.jpg","28","1","0","Rock Climbing Eldorado Canyon","0","2238","4","2","0","https://gearexpress.com/media/catalog/product/f/a/fal-0031_1.jpg","Rock Climbing Eldorado Canyon","2","https://gearexpress.com/media/catalog/product/f/a/fal-0031_1.jpg","Rock Climbing Eldorado Canyon","rock-climbing-eldorado-canyon",,,,,,,,,
"Ice and Mixed Climbing, Modern Technique by Will Gadd","ice-and-mixed-climbing-modern-technique-by-will-gadd",,"FAL-0008","24.9500","18.7100","1.2500","Accessories","Accessories, Advanced Climbing","https://gearexpress.com/media/catalog/product/f/a/fal-0008_1.jpg","28","1","0","Ice and Mixed Climbing, Modern Technique by Will Gadd","0","2238","4","2","0","https://gearexpress.com/media/catalog/product/f/a/fal-0008_1.jpg","Ice and Mixed Climbing, Modern Technique by Will Gadd","2","https://gearexpress.com/media/catalog/product/f/a/fal-0008_1.jpg","Ice and Mixed Climbing, Modern Technique by Will Gadd","ice-and-mixed-climbing-modern-technique-by-will-gadd",,,,,,,,,
"How to Rock Climb - 5th Edition","how-to-rock-climb-5th-edition",,"FAL-0007","19.9500","14.9600","1.2500","Accessories","Accessories, Advanced Climbing","https://gearexpress.com/media/catalog/product/f/a/fal-0007_1.jpg","28","1","0","How to Rock Climb - 5th Edition",,"2238","4","2","0","https://gearexpress.com/media/catalog/product/f/a/fal-0007_1.jpg","How to Rock Climb - 5th Edition","2","https://gearexpress.com/media/catalog/product/f/a/fal-0007_1.jpg","How to Rock Climb - 5th Edition","how-to-rock-climb-5th-edition",,,,,,,,,
"Rock Climbing Arizona","rock-climbing-arizona",,"FAL-0026","26.9500","20.2100","1.2500","Accessories","Accessories, Advanced Climbing","https://gearexpress.com/media/catalog/product/f/a/fal-0026_1.jpg","28","1","0","Rock Climbing Arizona","0","2238","4","2","0","https://gearexpress.com/media/catalog/product/f/a/fal-0026_1.jpg","Rock Climbing Arizona","2","https://gearexpress.com/media/catalog/product/f/a/fal-0026_1.jpg","Rock Climbing Arizona","rock-climbing-arizona",,,,,,,,,
"Rock Climbing the Flatirons","rock-climbing-the-flatirons",,"FAL-0046","22.9500","17.2100","1.2500","Accessories","Accessories, Advanced Climbing","https://gearexpress.com/media/catalog/product/f/a/fal-0046_1.jpg","28","1","0","Rock Climbing the Flatirons","0","2238","4","2","0","https://gearexpress.com/media/catalog/product/f/a/fal-0046_1.jpg","Rock Climbing the Flatirons","2","https://gearexpress.com/media/catalog/product/f/a/fal-0046_1.jpg","Rock Climbing the Flatirons","rock-climbing-the-flatirons",,,,,,,,,
"Mountaineering: The Freedom of the Hills","mountaineering:-the-freedom-of-the-hills",,"FAL-0017","29.9500","22.4600","1.2500","Accessories","Accessories, Advanced Climbing","https://gearexpress.com/media/catalog/product/f/a/fal-0017_1.jpg","28","1","0","Mountaineering: The Freedom of the Hills","0","2238","4","2","0","https://gearexpress.com/media/catalog/product/f/a/fal-0017_1.jpg","Mountaineering: The Freedom of the Hills","2","https://gearexpress.com/media/catalog/product/f/a/fal-0017_1.jpg","Mountaineering: The Freedom of the Hills","mountaineering-the-freedom-of-the-hills",,,,,,,,,
"Knots for Climbers - 3rd Edition","knots-for-climbers-3rd-edition",,"FAL-0013","9.9500","7.4600","1.2500","Accessories","Accessories, Advanced Climbing, Falcon Guide ","https://gearexpress.com/media/catalog/product/f/a/fal-0013_1.jpg","28","1","0","Knots for Climbers - 3rd Edition",,"2238","4","2","0","https://gearexpress.com/media/catalog/product/f/a/fal-0013_1.jpg","Knots for Climbers - 3rd Edition","2","https://gearexpress.com/media/catalog/product/f/a/fal-0013_1.jpg","Knots for Climbers - 3rd Edition","knots-for-climbers-3rd-edition",,,,,,,,,
"Stick It - UK Bouldering","stick-it-uk-bouldering",,"FAL-0061","19.9500","14.9600","1.2500","Accessories","Accessories, Advanced Climbing, Falcon Guide ","https://gearexpress.com/media/catalog/product/f/a/fal-0061_1.jpg","28","1","0","Stick It - UK Bouldering","0","2238","4","2","0","https://gearexpress.com/media/catalog/product/f/a/fal-0061_1.jpg","Stick It - UK Bouldering","2","https://gearexpress.com/media/catalog/product/f/a/fal-0061_1.jpg","Stick It - UK Bouldering","stick-it-uk-bouldering",,,,,,,,,
"Rock Climbing Connecticut","rock-climbing-connecticut",,"FAL-0030","25.0000","18.7500","1.2500","Accessories","Accessories, Advanced Climbing, Falcon Guide ","https://gearexpress.com/media/catalog/product/f/a/fal-0030_1.jpg","28","1","0","Rock Climbing Connecticut","0","2238","4","2","0","https://gearexpress.com/media/catalog/product/f/a/fal-0030_1.jpg","Rock Climbing Connecticut","2","https://gearexpress.com/media/catalog/product/f/a/fal-0030_1.jpg","Rock Climbing Connecticut","rock-climbing-connecticut",,,,,,,,,
"Yosemite Valley Bouldering - Supertopo","yosemite-valley-bouldering-supertopo",,"FAL-0075","26.9500","20.2100","1.2500","Accessories","Accessories, Advanced Climbing, Falcon Guide ","https://gearexpress.com/media/catalog/product/f/a/fal-0075_1.jpg","28","1","0","Yosemite Valley Bouldering - Supertopo","0","2238","4","2","0","https://gearexpress.com/media/catalog/product/f/a/fal-0075_1.jpg","Yosemite Valley Bouldering - Supertopo","2","https://gearexpress.com/media/catalog/product/f/a/fal-0075_1.jpg","Yosemite Valley Bouldering - Supertopo","yosemite-valley-bouldering-supertopo",,,,,,,,,
"Petzl ASAP","petzl-asap",,"PTZ-0237","249.9500","187.4600","1.2000","Advanced Climbing","Advanced Climbing, Work & Rescue, Fall Protection, Ascending Tools, Petzl , PETZL SALE","https://gearexpress.com/media/catalog/product/p/t/ptz-0237_1.jpg","25","1","0","Petzl ASAP","0","950","4","2","0","https://gearexpress.com/media/catalog/product/p/t/ptz-0237_1.jpg","Petzl ASAP","2","https://gearexpress.com/media/catalog/product/p/t/ptz-0237_1.jpg","Petzl ASAP","petzl-asap",,,,,,,,,
"ABC Dirtbagger Rope Tarp - Standard","abc-dirtbagger-rope-tarp-standard",,"ABC-0050-Standard","26.9900","20.2400","1.2000","Advanced Climbing","Advanced Climbing","https://gearexpress.com/media/catalog/product/a/b/abc-0038_1.jpg","22","1","0","ABC Dirtbagger Rope Tarp - Standard","0","2221","4","2","0","https://gearexpress.com/media/catalog/product/a/b/abc-0038_1.jpg","ABC Dirtbagger Rope Tarp - Standard","2","https://gearexpress.com/media/catalog/product/a/b/abc-0038_1.jpg","ABC Dirtbagger Rope Tarp - Standard","abc-dirtbagger-rope-tarp-standard",,,,,,,,,
"ABC Canyon Rope Bag","abc-canyon-rope-bag",,"ABC-0033","40.9900","30.7400","1.2000","Rope Bag & Rope Accessories","Rope Bag & Rope Accessories, Packs & Bags, Advanced Climbing, Rope Bags, Advanced Base Camp ","https://gearexpress.com/media/catalog/product/a/b/abc-0033_1.jpg","22","1","0","ABC Canyon Rope Bag","0","2221","4","2","0","https://gearexpress.com/media/catalog/product/a/b/abc-0033_1.jpg","ABC Canyon Rope Bag","2","https://gearexpress.com/media/catalog/product/a/b/abc-0033_1.jpg","ABC Canyon Rope Bag","abc-canyon-rope-bag",,,,,,,,,
"Yates Rope Bucket Large ","yates-rope-bucket-large",,"YAT-0036-L","53.0000","39.7500","1.1000","Packs","Packs",,"22","1","0",,"0","2254","4","2","0",,,"2",,,"yates-large-rope-bucket",,,,,,,,,
"CMI Shear Reduction Device","cmi-shear-reduction-device",,"CMI-0016","107.2500","80.4400","1.1000","Advanced Climbing","Advanced Climbing, Pulley, CMI ","https://gearexpress.com/media/catalog/product/c/m/cmi-0016_1.jpg","25","1","0","CMI Shear Reduction Device",,"2228","4","2","0","https://gearexpress.com/media/catalog/product/c/m/cmi-0016_1.jpg","CMI Shear Reduction Device","2","https://gearexpress.com/media/catalog/product/c/m/cmi-0016_1.jpg","CMI Shear Reduction Device","cmi-shear-reduction-device",,,,,,,,,
"Black Diamond Raven Pro Ice Axe - 55cm","black-diamond-raven-pro-ice-axe-55cm",,"BDI-0114-55 cm ","99.9500","74.9600","1.0000",,,"https://gearexpress.com/media/catalog/product/b/d/bdi-0114_1_1.jpg","21","1","0",,,"928","4","2","0","https://gearexpress.com/media/catalog/product/b/d/bdi-0114_1_1.jpg",,"2","https://gearexpress.com/media/catalog/product/b/d/bdi-0114_1_1.jpg",,"black-diamond-raven-pro-ice-axe-55cm-10e8d9",,,,,,,,,
"Dynaflex Pro - Gyro Exerciser","dynaflex-pro-gyro-exerciser",,"LIB-0115","24.9500","18.7100","1.0000","Advanced Climbing","Advanced Climbing, Training Aids, DynaFlex International ","https://gearexpress.com/media/catalog/product/l/i/lib-0115_1.jpg","29","1","0","Dynaflex Pro - Gyro Exerciser","0","1035","4","2","0","https://gearexpress.com/media/catalog/product/l/i/lib-0115_1.jpg","Dynaflex Pro - Gyro Exerciser","2","https://gearexpress.com/media/catalog/product/l/i/lib-0115_1.jpg","Dynaflex Pro - Gyro Exerciser","dynaflex-pro-gyro-exerciser",,,,,,,,,
"Black Diamond Raven Ultra Ice Axe - 55cm","black-diamond-raven-ultra-ice-axe-55cm",,"BDI-0115-55 cm ","114.9500","86.2100","1.0000",,,"https://gearexpress.com/media/catalog/product/b/d/bdi-0115_1_1.jpg","21","1","0",,,"928","4","2","0","https://gearexpress.com/media/catalog/product/b/d/bdi-0115_1_1.jpg",,"2","https://gearexpress.com/media/catalog/product/b/d/bdi-0115_1_1.jpg",,"black-diamond-raven-ultra-ice-axe-55cm-17e2a5",,,,,,,,,
"ABC Dirtbagger Rope Tarp - Large","abc-dirtbagger-rope-tarp-large",,"ABC-0050-L","31.9900","23.9900","1.0000","Advanced Climbing","Advanced Climbing","https://gearexpress.com/media/catalog/product/a/b/abc-0039_1.jpg","22","1","0",,,"2221","4","2","0","https://gearexpress.com/media/catalog/product/a/b/abc-0039_1.jpg",,"2","https://gearexpress.com/media/catalog/product/a/b/abc-0039_1.jpg",,"abc-dirtbagger-rope-tarp-large",,,,,,,,,
"Omega Dash Dirtbag Quickdraw 6 Pack","omega-dash-dirtbag-quickdraw-6-pack",,"OPC-0101","69.9500","52.4600","1.0000","Advanced Climbing","Advanced Climbing, Omega Pacific","https://gearexpress.com/media/catalog/product/o/p/opc-0101_1.jpg","19","1","0","Omega Dash Dirtbag Quickdraw 6 Pack","0","2242","4","2","0","https://gearexpress.com/media/catalog/product/o/p/opc-0101_1.jpg","Omega Dash Dirtbag Quickdraw 6 Pack","2","https://gearexpress.com/media/catalog/product/o/p/opc-0101_1.jpg","Omega Dash Dirtbag Quickdraw 6 Pack","omega-dash-dirtbag-quickdraw-6-pack",,,,,,,,,
"Rock Exotica Omni-Block Double 1.5"" Pulley","rock-exotica-omni-block-double-1.5""-pulley",,"REX-0007","120.9500",,"1.0000","Advanced Climbing","Advanced Climbing, Pulleys & Rigging, Work & Rescue, Haul And Rigging, Pulley, Rock Exotica","https://gearexpress.com/media/catalog/product/r/e/rex-0007_1.jpg","25","1","0","Rock Exotica Omni-Block Double 1.5"" Pulley","0","2246","4","2","0","https://gearexpress.com/media/catalog/product/r/e/rex-0007_1.jpg","Rock Exotica Omni-Block Double 1.5"" Pulley","2","https://gearexpress.com/media/catalog/product/r/e/rex-0007_1.jpg","Rock Exotica Omni-Block Double 1.5"" Pulley","rock-exotica-omni-block-double-1-5-pulley",,,,,,,,,
"Dynaflex Powerball Amber Lighted Gyro Exerciser","dynaflex-powerball-amber-lighted-gyro-exerciser",,"LIB-0113","39.9500","29.9600","1.0000","Advanced Climbing","Advanced Climbing, DynaFlex International ","https://gearexpress.com/media/catalog/product/l/i/lib-0113_1.jpg","29","1","0","Dynaflex Powerball Amber Lighted Gyro Exerciser","0","1035","4","2","0","https://gearexpress.com/media/catalog/product/l/i/lib-0113_1.jpg","Dynaflex Powerball Amber Lighted Gyro Exerciser","2","https://gearexpress.com/media/catalog/product/l/i/lib-0113_1.jpg","Dynaflex Powerball Amber Lighted Gyro Exerciser","dynaflex-powerball-amber-lighted-gyro-exerciser",,,,,,,,,
"Rock Exotica Aztek Omni","rock-exotica-aztek-omni",,"REX-0037","192.9500",,"1.0000","Advanced Climbing","Advanced Climbing, Pulleys & Rigging, Rock Exotica","https://gearexpress.com/media/catalog/product/r/e/rex-0037_1.jpg","25","1","0","Rock Exotica Aztek Omni","0","2246","4","2","0","https://gearexpress.com/media/catalog/product/r/e/rex-0037_1.jpg","Rock Exotica Aztek Omni","2","https://gearexpress.com/media/catalog/product/r/e/rex-0037_1.jpg","Rock Exotica Aztek Omni","rock-exotica-aztek-omni",,,,,,,,,
"Building Your Own Indoor Climbing Wall","building-your-own-indoor-climbing-wall",,"LIB-0085","5.9500","4.4600","1.0000","Advanced Climbing","Advanced Climbing, Falcon Guide ","https://gearexpress.com/media/catalog/product/l/i/lib-0085_1.jpg","28","1","0","Building Your Own Indoor Climbing Wall","0","2238","4","2","0","https://gearexpress.com/media/catalog/product/l/i/lib-0085_1.jpg","Building Your Own Indoor Climbing Wall","2","https://gearexpress.com/media/catalog/product/l/i/lib-0085_1.jpg","Building Your Own Indoor Climbing Wall","building-your-own-indoor-climbing-wall",,,,,,,,,
"Desert Rock I Rock Climbs in the National Parks","desert-rock-i-rock-climbs-in-the-national-parks",,"LIB-0107","27.9500","20.9600","1.0000","Advanced Climbing","Advanced Climbing, Falcon Guide ","https://gearexpress.com/media/catalog/product/l/i/lib-0107_1.jpg","28","1","0","Desert Rock I Rock Climbs in the National Parks","0","2238","4","2","0","https://gearexpress.com/media/catalog/product/l/i/lib-0107_1.jpg","Desert Rock I Rock Climbs in the National Parks","2","https://gearexpress.com/media/catalog/product/l/i/lib-0107_1.jpg","Desert Rock I Rock Climbs in the National Parks","desert-rock-i-rock-climbs-in-the-national-parks",,,,,,,,,
"Traditional Lead Climbing","traditional-lead-climbing",,"FAL-0073","19.9500","14.9600","1.0000","Accessories","Accessories, Advanced Climbing, Falcon Guide ","https://gearexpress.com/media/catalog/product/f/a/fal-0073_1.jpg","28","1","0","Traditional Lead Climbing","0","2238","4","2","0","https://gearexpress.com/media/catalog/product/f/a/fal-0073_1.jpg","Traditional Lead Climbing","2","https://gearexpress.com/media/catalog/product/f/a/fal-0073_1.jpg","Traditional Lead Climbing","traditional-lead-climbing",,,,,,,,,
"Gym Climb","gym-climb",,"FAL-0001","7.9500","5.9600","1.0000","Accessories","Accessories, Advanced Climbing, Falcon Guide ","https://gearexpress.com/media/catalog/product/f/a/fal-0001_1.jpg","28","1","0","Gym Climb","0","2238","4","2","0","https://gearexpress.com/media/catalog/product/f/a/fal-0001_1.jpg","Gym Climb","2","https://gearexpress.com/media/catalog/product/f/a/fal-0001_1.jpg","Gym Climb","gym-climb",,,,,,,,,
"Metolius Super Chalk - 15 oz Bag","metolius-super-chalk-15-oz-bag",,"MET-0263","11.9500",,"0.9400","Chalk Bags & Tape","Chalk Bags & Tape, Advanced Climbing, Essentials, Chalk Bags & Tape, Essentials, Metolius ","https://gearexpress.com/media/catalog/product/m/e/met-0263_1.jpg","28","1","0","Metolius Super Chalk - 15 oz Bag","0","2239","4","2","0","https://gearexpress.com/media/catalog/product/m/e/met-0263_1.jpg","Metolius Super Chalk - 15 oz Bag","2","https://gearexpress.com/media/catalog/product/m/e/met-0263_1.jpg","Metolius Super Chalk - 15 oz Bag","metolius-super-chalk-15-oz-bag",,,,,,,,,
"Yates Rope Bucket Medium ","yates-rope-bucket-medium",,"YAT-0036-M","47.0000","35.2500","0.9000","Advanced Climbing","Advanced Climbing",,"22","1","0",,"0","2254","4","2","0",,,"2",,,"yates-medium-rope-bucket",,,,,,,,,
"Wag Bag Kits for Metolius Waste Case Big Wall Toilet","wag-bag-kits-for-metolius-waste-case-big-wall-toilet",,"LIB-0144","2.7500","2.0600","0.9000","Advanced Climbing","Advanced Climbing, Essentials, Liberty Mountain , Metolius ","https://gearexpress.com/media/catalog/product/l/i/lib-0144_1.jpg","68","1","0","Wag Bag Kits for Metolius Waste Case Big Wall Toilet","0","2238","4","2","0","https://gearexpress.com/media/catalog/product/l/i/lib-0144_1.jpg","Wag Bag Kits for Metolius Waste Case Big Wall Toilet","2","https://gearexpress.com/media/catalog/product/l/i/lib-0144_1.jpg","Wag Bag Kits for Metolius Waste Case Big Wall Toilet","wag-bag-kits-for-metolius-waste-case-big-wall-toilet",,,,,,,,,
"Black Diamond Rope Bucket","black-diamond-rope-bucket",,"BDI-0396","39.9500","29.9600","0.8800","Advanced Climbing","Advanced Climbing, Rope Bags, Black Diamond","https://gearexpress.com/media/catalog/product/b/d/bdi-0396_1.jpg","22","1","0","Black Diamond Rope Bucket",,"928","4","2","0","https://gearexpress.com/media/catalog/product/b/d/bdi-0396_1.jpg","Black Diamond Rope Bucket","2","https://gearexpress.com/media/catalog/product/b/d/bdi-0396_1.jpg","Black Diamond Rope Bucket","black-diamond-rope-bucket",,,,,,,,,
"CAMP Tricams 3.5","camp-tricams-3.5",,"CMP-0157-3.5","37.9500","28.4600","0.8000","Advanced Climbing","Advanced Climbing","https://gearexpress.com/media/catalog/product/c/m/cmp-0079_1.jpg","56","1","0","CAMP Tricam Size 3.5","0","930","4","2","0","https://gearexpress.com/media/catalog/product/c/m/cmp-0079_1.jpg","CAMP Tricam Size 3.5","2","https://gearexpress.com/media/catalog/product/c/m/cmp-0079_1.jpg","CAMP Tricam Size 3.5","camp-tricam-size-3-5",,,,,,,,,
"Sterling Rope Tarp Plus with Pocket","sterling-rope-tarp-plus-with-pocket",,"STR-0113","21.3500",,"0.8000","Advanced Climbing","Advanced Climbing, Rope Bags, Sterling Rope Company ","https://gearexpress.com/media/catalog/product/s/t/str-0113_1.jpg","22","1","0","Sterling Rope Tarp Plus with Pocket",,"2249","4","2","0","https://gearexpress.com/media/catalog/product/s/t/str-0113_1.jpg","Sterling Rope Tarp Plus with Pocket","2","https://gearexpress.com/media/catalog/product/s/t/str-0113_1.jpg","Sterling Rope Tarp Plus with Pocket","sterling-rope-tarp-plus-with-pocket",,,,,,,,,
"Route Setting Tape Black","route-setting-tape-black",,"LIB-0060-Black","10.9500","8.2100","0.8000",,,"https://gearexpress.com/media/catalog/product/l/i/lib-0060_1.jpg","28","1","0","Route Setting Tape Color-Black","0","2238","4","2","0","https://gearexpress.com/media/catalog/product/l/i/lib-0060_1.jpg","Route Setting Tape Color-Black","2","https://gearexpress.com/media/catalog/product/l/i/lib-0060_1.jpg","Route Setting Tape Color-Black","route-setting-tape-color-black",,,,,,,,,
"Colorado Front Range Bouldering Vol. 3 - Southern Areas","colorado-front-range-bouldering-vol.-3-southern-areas",,"LIB-0102","12.9500","9.7100","0.7800","Accessories","Accessories, Advanced Climbing, Falcon Guide ","https://gearexpress.com/media/catalog/product/l/i/lib-0102_1.jpg","28","1","0","Colorado Front Range Bouldering Vol. 3 - Southern Areas","0","2238","4","2","0","https://gearexpress.com/media/catalog/product/l/i/lib-0102_1.jpg","Colorado Front Range Bouldering Vol. 3 - Southern Areas","2","https://gearexpress.com/media/catalog/product/l/i/lib-0102_1.jpg","Colorado Front Range Bouldering Vol. 3 - Southern Areas","colorado-front-range-bouldering-vol-3-southern-areas",,,,,,,,,
"Clip & Go","clip-and-go",,"LIB-0098","6.9500","5.2100","0.7800","Accessories","Accessories, Advanced Climbing","https://gearexpress.com/media/catalog/product/l/i/lib-0098_1.jpg","28","1","0","Clip & Go","0","2238","4","2","0","https://gearexpress.com/media/catalog/product/l/i/lib-0098_1.jpg","Clip & Go","2","https://gearexpress.com/media/catalog/product/l/i/lib-0098_1.jpg","Clip & Go","clip-go",,,,,,,,,
"Petzl Paw Rigging Plate - Large","petzl-paw-rigging-plate-large",,"PTZ-0300","79.9500","59.9600","0.7700","Advanced Climbing","Advanced Climbing, Pulleys & Rigging, Rigging, Work & Rescue, Haul And Rigging, Rigging, Petzl , PETZL SALE","https://gearexpress.com/media/catalog/product/p/t/ptz-0300_1.jpg","25","1","0","Petzl Paw Rigging Plate - Large",,"950","4","2","0","https://gearexpress.com/media/catalog/product/p/t/ptz-0300_1.jpg","Petzl Paw Rigging Plate - Large","2","https://gearexpress.com/media/catalog/product/p/t/ptz-0300_1.jpg","Petzl Paw Rigging Plate - Large","petzl-paw-rigging-plate-large",,,,,,,,,
"CMI Micro Trolley","cmi-micro-trolley",,"CMI-0017","118.8500","89.1400","0.7500","Advanced Climbing","Advanced Climbing, Pulleys, CMI ","https://gearexpress.com/media/catalog/product/c/m/cmi-0017_1.jpg","25","1","0","CMI Velocity Micro Trolley","0","2228","4","2","0","https://gearexpress.com/media/catalog/product/c/m/cmi-0017_1.jpg","CMI Velocity Micro Trolley","2","https://gearexpress.com/media/catalog/product/c/m/cmi-0017_1.jpg","CMI Velocity Micro Trolley","cmi-velocity-micro-trolley",,,,,,,,,
"CMI 2"" Pulley SS Bushing - RP118","cmi-2""-pulley-ss-bushing-rp118",,"CMI-0018","54.4000","40.8000","0.7500","Advanced Climbing","Advanced Climbing, Pulleys & Rigging, Work & Rescue, Haul And Rigging, Pulley, CMI ","https://gearexpress.com/media/catalog/product/c/m/cmi-0018_1.jpg","25","1","0","CMI 2"" Pulley SS Bushing - RP118",,"2228","4","2","0","https://gearexpress.com/media/catalog/product/c/m/cmi-0018_1.jpg","CMI 2"" Pulley SS Bushing - RP118","2","https://gearexpress.com/media/catalog/product/c/m/cmi-0018_1.jpg","CMI 2"" Pulley SS Bushing - RP118","cmi-2-pulley-ss-bushing-rp118",,,,,,,,,
